id,state_name,year,YIELD,AWC,SOM,CEC,Latitude,Longitude,EVI_AVG,GCI_AVG,NDVI_AVG,NDWI_AVG,ppt (mm)_AVG,tmax (degrees C)_AVG,tmean (degrees C)_AVG,tmin (degrees C)_AVG,ssm_AVG,susm_AVG,HIST_AVG_YIELD
31021,NEBRASKA,2020,179.9,0.19,1.6,23.48,41.86,-96.34,0.26,5.81,0.36,0.28,47.66,15.74,9.68,3.64,13.51,64.85,187.8
31021,NEBRASKA,2021,216.3,0.19,1.6,23.48,41.86,-96.34,0.26,7.4,0.37,0.3,70.06,16.04,10.38,4.75,16.24,79.62,186.3
31021,NEBRASKA,2022,155.9,0.19,1.6,23.48,41.86,-96.34,0.28,6.46,0.38,0.26,45.94,15.8,9.18,2.57,13.63,63.18,191.3
31023,NEBRASKA,2016,185.9,0.17,1.38,20.54,41.21,-97.14,0.26,6.54,0.4,0.3,75.4,17.21,11.01,4.81,16.59,92.31,185.9
31023,NEBRASKA,2017,191.2,0.17,1.38,20.54,41.21,-97.14,0.27,5.95,0.41,0.19,76.44,16.74,10.52,4.31,15.81,87.77,185.9
31023,NEBRASKA,2018,197.3,0.17,1.38,20.54,41.21,-97.14,0.25,5.45,0.38,0.3,68.14,14.75,8.95,3.15,18.39,102.26,188.6
31023,NEBRASKA,2019,192.2,0.17,1.38,20.54,41.21,-97.14,0.26,6.32,0.41,0.23,77.34,14.76,9.03,3.36,20.31,113.31,191.5
31023,NEBRASKA,2020,178.9,0.17,1.38,20.54,41.21,-97.14,0.26,5.94,0.38,0.23,46.24,16.75,10.35,3.97,13.8,76.81,191.6
31023,NEBRASKA,2021,205.1,0.17,1.38,20.54,41.21,-97.14,0.27,6.17,0.41,0.28,87.84,17.02,10.69,4.39,13.1,73.98,189.1
31023,NEBRASKA,2022,170.1,0.17,1.38,20.54,41.21,-97.14,0.26,4.49,0.38,0.11,36.41,16.68,9.43,2.13,13.88,70.96,191.8
31025,NEBRASKA,2016,181.3,0.17,1.39,22.96,40.9,-96.19,0.29,5.95,0.42,0.26,96.37,18.1,12.16,6.2,18.57,103.43,181.3
31025,NEBRASKA,2017,184.3,0.17,1.39,22.96,40.9,-96.19,0.27,5.62,0.41,0.21,74.54,17.78,11.76,5.74,15.92,87.65,181.3
31025,NEBRASKA,2018,202.4,0.17,1.39,22.96,40.9,-96.19,0.26,5.67,0.4,0.25,86.38,15.82,10.22,4.56,18.5,101.41,182.8
31025,NEBRASKA,2019,175.7,0.17,1.39,22.96,40.9,-96.19,0.28,5.24,0.39,0.33,88.82,15.48,10.16,4.82,20.13,110.07,189.3
31025,NEBRASKA,2020,193.3,0.17,1.39,22.96,40.9,-96.19,0.27,5.28,0.38,0.24,59.07,17.25,11.32,5.38,14.87,82.45,185.9
31025,NEBRASKA,2022,132.5,0.17,1.39,22.96,40.9,-96.19,0.26,4.34,0.37,0.19,52.07,17.08,10.32,3.56,15.05,76.72,187.4
31027,NEBRASKA,2016,183.5,0.17,1.45,18.61,42.59,-97.24,0.34,6.11,0.49,0.38,67.42,16.16,10.06,3.97,16.58,86.49,183.5
31027,NEBRASKA,2017,183.0,0.17,1.45,18.61,42.59,-97.24,0.32,5.53,0.47,0.29,67.23,16.17,9.88,3.6,17.7,93.33,183.5
31027,NEBRASKA,2018,200.3,0.17,1.45,18.61,42.59,-97.24,0.29,5.41,0.42,0.4,90.1,13.93,8.14,2.33,21.0,110.13,183.2
31027,NEBRASKA,2019,204.2,0.17,1.45,18.61,42.59,-97.24,0.34,6.9,0.48,0.43,74.49,13.74,8.18,2.6,21.01,109.27,188.9
31027,NEBRASKA,2020,189.4,0.17,1.45,18.61,42.59,-97.24,0.34,6.22,0.49,0.32,41.95,15.92,9.66,3.4,15.55,82.3,192.8
31027,NEBRASKA,2021,201.4,0.17,1.45,18.61,42.59,-97.24,0.32,5.97,0.46,0.32,49.11,16.64,10.12,3.57,14.96,77.99,192.1
31027,NEBRASKA,2022,169.3,0.17,1.45,18.61,42.59,-97.24,0.29,5.6,0.42,0.29,38.56,16.02,8.87,1.75,12.92,62.55,193.6
31029,NEBRASKA,2016,173.7,0.16,1.25,15.18,40.52,-101.69,0.28,6.09,0.39,0.27,48.17,18.99,11.1,3.24,6.84,27.54,173.7
31029,NEBRASKA,2017,188.2,0.16,1.25,15.18,40.52,-101.69,0.28,6.19,0.4,0.23,34.65,18.89,10.92,2.93,7.03,28.04,173.7
31029,NEBRASKA,2018,200.6,0.16,1.25,15.18,40.52,-101.69,0.27,5.62,0.38,0.33,51.84,17.23,9.64,2.04,8.11,31.43,181.0
31029,NEBRASKA,2019,157.6,0.16,1.25,15.18,40.52,-101.69,0.27,6.39,0.38,0.26,50.07,16.92,9.38,1.87,7.24,28.44,187.5
31029,NEBRASKA,2020,154.6,0.16,1.25,15.18,40.52,-101.69,0.3,6.89,0.41,0.28,29.8,19.17,10.87,2.57,4.56,17.57,180.0
31029,NEBRASKA,2021,182.3,0.16,1.25,15.18,40.52,-101.69,0.3,6.56,0.41,0.29,40.4,18.94,10.88,2.81,5.45,22.0,174.9
31029,NEBRASKA,2022,125.6,0.16,1.25,15.18,40.52,-101.69,0.28,5.09,0.38,0.27,31.2,18.98,10.38,1.78,8.14,34.81,176.2
31031,NEBRASKA,2016,183.8,0.11,4.88,11.85,42.56,-101.15,0.22,3.27,0.37,0.22,57.38,17.67,10.34,3.03,11.34,28.83,183.8
31031,NEBRASKA,2017,194.1,0.11,4.88,11.85,42.56,-101.15,0.23,3.29,0.38,0.12,49.1,16.98,9.56,2.14,11.28,28.53,183.8
31031,NEBRASKA,2018,207.6,0.11,4.88,11.85,42.56,-101.15,0.2,3.07,0.34,0.28,57.79,15.27,8.38,1.48,14.72,37.03,189.0
31031,NEBRASKA,2021,181.2,0.11,4.88,11.85,42.56,-101.15,0.24,3.62,0.4,0.17,37.31,17.13,10.04,2.94,11.04,28.49,195.2
31035,NEBRASKA,2016,174.2,0.19,1.58,21.96,40.5,-98.07,0.25,5.96,0.38,0.2,53.88,18.51,12.12,5.68,11.81,76.3,174.2
31035,NEBRASKA,2017,190.9,0.19,1.58,21.96,40.5,-98.07,0.28,5.74,0.43,0.11,58.51,17.93,11.56,5.19,10.48,67.26,174.2
31035,NEBRASKA,2018,205.0,0.19,1.58,21.96,40.5,-98.07,0.27,6.84,0.39,0.1,78.04,16.04,10.04,4.07,15.8,103.17,182.6
31035,NEBRASKA,2019,191.6,0.19,1.58,21.96,40.5,-98.07,0.27,5.06,0.44,0.23,78.7,15.61,9.93,4.28,19.07,124.27,190.0
31035,NEBRASKA,2020,196.8,0.19,1.58,21.96,40.5,-98.07,0.26,5.39,0.4,0.16,39.92,17.41,11.05,4.65,11.53,74.92,190.4
31035,NEBRASKA,2022,170.3,0.19,1.58,21.96,40.5,-98.07,0.28,6.82,0.4,0.15,44.96,17.68,10.4,3.13,10.97,59.13,191.7
31037,NEBRASKA,2016,181.2,0.17,1.36,18.76,41.57,-97.08,0.3,8.09,0.41,0.35,75.02,17.22,10.99,4.83,14.98,76.59,181.2
31037,NEBRASKA,2017,182.1,0.17,1.36,18.76,41.57,-97.08,0.29,7.65,0.42,0.2,60.68,16.67,10.51,4.35,13.58,68.94,181.2
31037,NEBRASKA,2018,207.1,0.17,1.36,18.76,41.57,-97.08,0.28,8.11,0.39,0.24,80.21,14.7,8.91,3.14,19.35,98.78,181.6
31037,NEBRASKA,2019,201.4,0.17,1.36,18.76,41.57,-97.08,0.29,7.89,0.4,0.31,70.33,14.53,8.91,3.28,19.42,98.73,190.1
31037,NEBRASKA,2020,189.5,0.17,1.36,18.76,41.57,-97.08,0.25,5.44,0.35,0.22,47.8,16.44,10.18,3.93,12.6,63.39,193.0
31037,NEBRASKA,2021,228.3,0.17,1.36,18.76,41.57,-97.08,0.27,8.11,0.39,0.3,70.37,16.8,10.71,4.62,13.84,71.31,192.3
31037,NEBRASKA,2022,165.8,0.17,1.36,18.76,41.57,-97.08,0.24,4.6,0.36,0.16,36.17,16.74,9.73,2.71,12.17,57.35,198.3
31039,NEBRASKA,2016,197.8,0.18,1.57,18.97,41.92,-96.79,0.3,7.16,0.47,0.38,89.88,16.56,10.45,4.33,15.95,75.03,197.8
31039,NEBRASKA,2017,203.9,0.18,1.57,18.97,41.92,-96.79,0.29,6.69,0.46,0.3,75.84,16.27,10.06,3.84,16.14,76.15,197.8
31039,NEBRASKA,2018,200.0,0.18,1.57,18.97,41.92,-96.79,0.22,4.18,0.38,0.32,92.61,14.1,8.34,2.6,18.39,85.74,200.9
31039,NEBRASKA,2019,204.6,0.18,1.57,18.97,41.92,-96.79,0.26,5.19,0.42,0.33,64.99,14.06,8.42,2.8,20.12,95.14,200.6
31039,NEBRASKA,2020,178.7,0.18,1.57,18.97,41.92,-96.79,0.24,5.08,0.41,0.13,42.7,15.85,9.62,3.38,12.16,56.55,201.6
31039,NEBRASKA,2021,218.4,0.18,1.57,18.97,41.92,-96.79,0.28,6.15,0.42,0.29,71.18,16.32,10.17,4.02,14.02,66.13,197.0
31039,NEBRASKA,2022,168.6,0.18,1.57,18.97,41.92,-96.79,0.25,4.46,0.38,0.11,32.09,16.23,9.12,2.0,12.16,56.09,200.6
31041,NEBRASKA,2016,183.4,0.16,1.34,12.75,41.4,-99.73,0.29,5.06,0.42,0.3,61.05,17.77,10.42,3.08,11.2,56.07,183.4
31041,NEBRASKA,2017,171.3,0.16,1.34,12.75,41.4,-99.73,0.29,4.39,0.42,0.31,59.99,17.22,9.89,2.57,12.36,61.45,183.4
31041,NEBRASKA,2018,205.5,0.16,1.34,12.75,41.4,-99.73,0.27,4.87,0.4,0.43,59.91,15.07,8.43,1.77,15.31,74.92,177.4
31041,NEBRASKA,2019,188.2,0.16,1.34,12.75,41.4,-99.73,0.28,4.72,0.41,0.41,74.93,14.72,8.28,1.86,17.31,85.58,186.7
31041,NEBRASKA,2020,200.6,0.16,1.34,12.75,41.4,-99.73,0.27,3.92,0.38,0.32,43.52,16.89,9.67,2.44,10.77,51.85,187.1
31043,NEBRASKA,2016,182.4,0.19,1.54,22.49,42.4,-96.57,0.27,7.68,0.38,0.39,69.73,16.66,10.52,4.36,15.03,65.75,182.4
31043,NEBRASKA,2020,205.3,0.19,1.54,22.49,42.4,-96.57,0.32,7.73,0.44,0.33,46.12,16.08,9.72,3.36,10.67,45.86,182.4
31043,NEBRASKA,2021,190.6,0.19,1.54,22.49,42.4,-96.57,0.33,8.31,0.47,0.31,52.54,16.56,10.17,3.78,13.09,56.44,193.9
31043,NEBRASKA,2022,160.4,0.19,1.54,22.49,42.4,-96.57,0.26,5.02,0.39,0.17,32.59,16.36,9.04,1.73,14.96,65.54,192.8
31047,NEBRASKA,2016,206.9,0.18,1.23,16.82,40.88,-99.85,0.31,8.24,0.47,0.3,53.78,18.36,11.22,4.08,9.84,44.21,206.9
31047,NEBRASKA,2018,233.5,0.18,1.23,16.82,40.88,-99.85,0.28,6.96,0.42,0.29,62.47,16.04,9.51,2.99,14.68,64.62,206.9
31047,NEBRASKA,2019,196.9,0.18,1.23,16.82,40.88,-99.85,0.31,7.07,0.45,0.34,78.37,15.36,9.07,2.78,16.94,76.73,220.2
31047,NEBRASKA,2020,198.5,0.18,1.23,16.82,40.88,-99.85,0.3,6.37,0.41,0.22,37.4,17.55,10.25,2.95,9.09,40.02,212.4
31047,NEBRASKA,2022,191.6,0.18,1.23,16.82,40.88,-99.85,0.33,7.05,0.44,0.19,29.39,18.13,10.16,2.2,8.9,38.88,209.0
31051,NEBRASKA,2016,182.3,0.18,1.55,19.56,42.44,-96.88,0.27,8.6,0.41,0.43,70.13,16.29,10.0,3.69,16.58,82.84,182.3
31051,NEBRASKA,2017,169.8,0.18,1.55,19.56,42.44,-96.88,0.29,8.65,0.43,0.28,64.93,16.6,10.15,3.73,16.43,81.62,182.3
31051,NEBRASKA,2018,206.5,0.18,1.55,19.56,42.44,-96.88,0.26,6.97,0.39,0.39,81.42,14.35,8.35,2.33,20.56,102.51,176.0
31051,NEBRASKA,2020,179.7,0.18,1.55,19.56,42.44,-96.88,0.3,8.08,0.42,0.38,43.5,15.98,9.55,3.14,14.29,69.66,186.2
31053,NEBRASKA,2016,174.8,0.17,1.45,17.43,41.59,-96.68,0.24,6.47,0.36,0.27,86.41,17.3,11.18,5.08,16.68,88.91,174.8
31053,NEBRASKA,2017,199.3,0.17,1.45,17.43,41.59,-96.68,0.28,7.95,0.4,0.18,74.17,16.86,10.75,4.62,16.08,85.2,174.8
31053,NEBRASKA,2018,197.3,0.17,1.45,17.43,41.59,-96.68,0.26,7.3,0.37,0.31,86.33,14.86,9.12,3.39,19.35,102.61,187.0
31053,NEBRASKA,2019,198.2,0.17,1.45,17.43,41.59,-96.68,0.29,6.82,0.39,0.28,76.79,14.73,9.18,3.65,19.61,104.22,190.5
31053,NEBRASKA,2020,181.5,0.17,1.45,17.43,41.59,-96.68,0.29,7.49,0.39,0.26,47.55,16.47,10.3,4.16,11.94,61.97,192.4
31053,NEBRASKA,2021,220.8,0.17,1.45,17.43,41.59,-96.68,0.27,6.62,0.36,0.28,81.91,16.82,10.86,4.89,14.94,80.35,190.2
31053,NEBRASKA,2022,160.2,0.17,1.45,17.43,41.59,-96.68,0.28,6.33,0.4,0.2,33.08,16.68,9.75,2.82,12.26,59.88,195.3
31055,NEBRASKA,2016,183.9,0.17,1.33,17.49,41.3,-96.14,0.21,2.3,0.32,0.28,86.46,17.61,12.01,6.42,16.68,93.33,183.9
31055,NEBRASKA,2017,188.9,0.17,1.33,17.49,41.3,-96.14,0.22,2.52,0.34,0.23,69.44,17.37,11.72,6.03,16.4,92.53,183.9
31055,NEBRASKA,2019,187.6,0.17,1.33,17.49,41.3,-96.14,0.21,2.27,0.32,0.3,85.12,15.12,9.99,4.87,21.87,124.42,186.4
31055,NEBRASKA,2020,185.5,0.17,1.33,17.49,41.3,-96.14,0.21,2.29,0.31,0.28,47.05,16.87,11.2,5.53,14.99,86.15,186.8
31055,NEBRASKA,2021,194.5,0.17,1.33,17.49,41.3,-96.14,0.22,2.41,0.33,0.34,77.88,17.17,11.78,6.38,11.71,64.9,186.5
31055,NEBRASKA,2022,168.3,0.17,1.33,17.49,41.3,-96.14,0.21,2.32,0.31,0.23,46.6,16.8,10.49,4.18,12.85,64.76,188.1
31057,NEBRASKA,2016,147.1,0.14,0.74,10.04,40.18,-101.7,0.19,3.1,0.34,0.12,50.48,19.44,11.43,3.43,6.34,18.98,147.1
31057,NEBRASKA,2017,153.5,0.14,0.74,10.04,40.18,-101.7,0.19,3.16,0.34,0.07,40.67,19.27,11.3,3.3,6.99,20.45,147.1
31057,NEBRASKA,2018,183.8,0.14,0.74,10.04,40.18,-101.7,0.2,3.45,0.36,0.08,52.12,17.92,10.21,2.5,8.91,25.89,150.3
31057,NEBRASKA,2020,125.2,0.14,0.74,10.04,40.18,-101.7,0.19,3.18,0.32,0.12,36.18,19.54,11.02,2.51,4.63,13.52,161.5
31057,NEBRASKA,2021,144.1,0.14,0.74,10.04,40.18,-101.7,0.18,2.91,0.31,0.07,30.39,19.17,10.82,2.47,4.88,14.6,152.4
31057,NEBRASKA,2022,169.5,0.14,0.74,10.04,40.18,-101.7,0.15,2.59,0.27,-0.04,26.2,19.23,10.32,1.44,8.42,32.83,150.7
31059,NEBRASKA,2016,193.6,0.19,1.61,23.02,40.53,-97.6,0.29,4.96,0.48,0.35,59.49,18.65,12.45,6.25,14.53,84.12,193.6
31059,NEBRASKA,2017,197.8,0.19,1.61,23.02,40.53,-97.6,0.31,4.67,0.48,0.36,59.2,18.34,12.03,5.72,12.93,75.14,193.6
31059,NEBRASKA,2018,201.3,0.19,1.61,23.02,40.53,-97.6,0.28,4.59,0.47,0.27,63.34,16.61,10.52,4.48,16.36,94.72,195.7
31059,NEBRASKA,2019,206.5,0.19,1.61,23.02,40.53,-97.6,0.31,4.72,0.48,0.4,84.02,16.08,10.35,4.63,20.01,117.16,197.6
31059,NEBRASKA,2020,196.1,0.19,1.61,23.02,40.53,-97.6,0.3,4.65,0.46,0.33,55.5,17.6,11.52,5.42,13.22,77.42,199.8
31059,NEBRASKA,2022,192.0,0.19,1.61,23.02,40.53,-97.6,0.29,4.36,0.45,0.28,39.12,18.01,10.88,3.75,12.9,67.98,199.1
31061,NEBRASKA,2016,181.9,0.19,1.4,18.26,40.17,-98.97,0.26,5.17,0.41,0.24,50.13,18.98,11.92,4.88,11.6,60.96,181.9
31061,NEBRASKA,2017,179.0,0.19,1.4,18.26,40.17,-98.97,0.27,5.35,0.39,0.17,65.08,18.53,11.38,4.25,10.62,54.91,181.9
31061,NEBRASKA,2018,195.0,0.19,1.4,18.26,40.17,-98.97,0.26,5.04,0.4,0.2,67.41,16.58,10.02,3.45,12.17,61.5,180.4
31061,NEBRASKA,2019,183.9,0.19,1.4,18.26,40.17,-98.97,0.3,6.8,0.43,0.33,78.34,16.36,10.15,3.96,16.81,88.31,185.3
31061,NEBRASKA,2020,171.6,0.19,1.4,18.26,40.17,-98.97,0.28,5.43,0.38,0.19,44.15,18.1,11.19,4.31,11.94,62.91,185.0
31061,NEBRASKA,2021,208.9,0.19,1.4,18.26,40.17,-98.97,0.3,5.94,0.44,0.29,71.84,17.98,11.41,4.85,10.75,56.89,182.3
31061,NEBRASKA,2022,153.3,0.19,1.4,18.26,40.17,-98.97,0.28,5.39,0.4,0.26,38.53,18.23,10.42,2.58,11.21,54.59,186.7
31063,NEBRASKA,2016,151.4,0.2,1.26,18.27,40.55,-100.42,0.22,3.68,0.36,0.15,50.71,19.77,11.92,4.1,8.78,40.89,151.4
31063,NEBRASKA,2017,124.8,0.2,1.26,18.27,40.55,-100.42,0.24,3.88,0.37,0.1,44.18,19.07,11.25,3.45,8.44,38.23,151.4
31063,NEBRASKA,2019,148.7,0.2,1.26,18.27,40.55,-100.42,0.23,3.23,0.36,0.28,67.66,16.48,9.52,2.53,14.05,65.77,138.1
31063,NEBRASKA,2020,144.0,0.2,1.26,18.27,40.55,-100.42,0.25,3.72,0.36,0.21,29.4,18.68,10.68,2.68,7.26,33.3,141.6
31063,NEBRASKA,2021,131.3,0.2,1.26,18.27,40.55,-100.42,0.25,3.91,0.39,0.17,44.94,18.69,10.98,3.27,7.24,32.97,142.2
31063,NEBRASKA,2022,124.4,0.2,1.26,18.27,40.55,-100.42,0.2,2.72,0.29,0.05,29.0,19.02,10.6,2.17,9.36,41.72,140.0
31065,NEBRASKA,2016,144.9,0.2,1.21,17.16,40.18,-99.9,0.26,4.93,0.4,0.2,58.03,20.25,12.04,3.84,9.18,48.21,144.9
31065,NEBRASKA,2017,145.4,0.2,1.21,17.16,40.18,-99.9,0.24,3.4,0.37,0.04,58.16,19.89,11.57,3.28,10.47,54.84,144.9
31065,NEBRASKA,2018,151.8,0.2,1.21,17.16,40.18,-99.9,0.27,4.5,0.44,0.18,69.76,17.94,10.18,2.44,11.0,55.38,145.2
31065,NEBRASKA,2019,133.8,0.2,1.21,17.16,40.18,-99.9,0.26,5.27,0.39,0.29,60.87,17.5,9.9,2.29,14.55,76.16,147.4
31065,NEBRASKA,2020,136.3,0.2,1.21,17.16,40.18,-99.9,0.25,4.96,0.35,0.25,38.12,19.62,11.19,2.77,7.25,37.13,144.0
31065,NEBRASKA,2021,161.4,0.2,1.21,17.16,40.18,-99.9,0.25,3.3,0.36,0.15,53.95,19.4,11.29,3.16,8.14,42.62,142.4
31065,NEBRASKA,2022,89.1,0.2,1.21,17.16,40.18,-99.9,0.29,4.45,0.44,0.2,35.5,19.75,10.65,1.58,9.13,42.71,145.6
31067,NEBRASKA,2016,137.6,0.17,1.49,24.31,40.25,-96.7,0.28,5.35,0.41,0.19,61.32,19.12,12.57,6.03,14.94,81.49,137.6
31067,NEBRASKA,2017,151.7,0.17,1.49,24.31,40.25,-96.7,0.27,5.25,0.44,0.2,63.51,18.76,12.08,5.41,13.63,74.23,137.6
31067,NEBRASKA,2018,172.7,0.17,1.49,24.31,40.25,-96.7,0.29,5.28,0.42,0.25,85.75,17.08,10.85,4.63,16.03,88.62,144.6
31067,NEBRASKA,2019,159.1,0.17,1.49,24.31,40.25,-96.7,0.28,6.54,0.42,0.35,88.97,16.51,10.67,4.86,18.53,101.95,154.0
31067,NEBRASKA,2020,162.6,0.17,1.49,24.31,40.25,-96.7,0.27,6.15,0.39,0.3,58.05,17.88,11.42,4.94,12.78,70.43,155.3
31067,NEBRASKA,2021,167.5,0.17,1.49,24.31,40.25,-96.7,0.28,5.46,0.38,0.2,58.77,18.4,11.94,5.48,11.43,62.19,156.7
31067,NEBRASKA,2022,133.8,0.17,1.49,24.31,40.25,-96.7,0.26,4.53,0.38,0.25,55.44,18.25,10.96,3.64,13.63,69.69,158.5
31071,NEBRASKA,2016,192.8,0.14,3.37,12.32,41.9,-99.01,0.23,3.63,0.39,0.17,68.41,17.37,10.34,3.34,12.35,32.34,192.8
31071,NEBRASKA,2017,185.6,0.14,3.37,12.32,41.9,-99.01,0.23,3.36,0.38,0.13,66.93,16.35,9.48,2.56,14.07,36.97,192.8
31071,NEBRASKA,2018,205.0,0.14,3.37,12.32,41.9,-99.01,0.23,3.68,0.39,0.21,81.45,14.31,7.96,1.59,18.52,48.59,189.2
31071,NEBRASKA,2019,186.6,0.14,3.37,12.32,41.9,-99.01,0.23,3.57,0.39,0.31,84.32,14.07,7.77,1.48,19.13,50.26,194.5
31071,NEBRASKA,2020,188.2,0.14,3.37,12.32,41.9,-99.01,0.24,3.49,0.38,0.19,46.74,16.11,9.2,2.27,13.32,34.93,192.5
31071,NEBRASKA,2021,208.6,0.14,3.37,12.32,41.9,-99.01,0.23,3.55,0.39,0.17,52.76,16.78,9.67,2.56,12.11,31.61,191.6
31071,NEBRASKA,2022,184.8,0.14,3.37,12.32,41.9,-99.01,0.21,2.9,0.33,0.11,39.56,16.51,8.8,1.08,10.05,36.37,194.5
31073,NEBRASKA,2016,178.2,0.2,1.25,18.86,40.51,-99.82,0.23,3.42,0.37,0.2,50.23,18.56,11.37,4.15,10.53,55.42,178.2
31073,NEBRASKA,2018,204.5,0.2,1.25,18.86,40.51,-99.82,0.22,3.3,0.36,0.17,60.09,16.13,9.49,2.84,11.72,59.55,178.2
31073,NEBRASKA,2020,201.7,0.2,1.25,18.86,40.51,-99.82,0.22,3.29,0.34,0.18,33.41,17.73,10.49,3.22,8.9,45.8,191.4
31073,NEBRASKA,2021,218.3,0.2,1.25,18.86,40.51,-99.82,0.24,3.65,0.38,0.21,57.34,17.46,10.61,3.76,9.38,48.9,194.8
31073,NEBRASKA,2022,154.1,0.2,1.25,18.86,40.51,-99.82,0.2,2.59,0.3,0.14,32.82,17.96,10.02,2.06,10.12,48.41,200.7
31077,NEBRASKA,2016,186.7,0.16,1.34,13.46,41.56,-98.53,0.26,5.06,0.45,0.29,50.31,17.68,10.25,2.83,12.47,33.04,186.7
31077,NEBRASKA,2017,188.3,0.16,1.34,13.46,41.56,-98.53,0.28,4.93,0.48,0.2,57.29,16.82,9.63,2.42,13.8,36.85,186.7
31077,NEBRASKA,2018,197.8,0.16,1.34,13.46,41.56,-98.53,0.31,6.35,0.49,0.32,67.75,14.75,8.12,1.53,17.28,45.69,187.5
31077,NEBRASKA,2019,191.8,0.16,1.34,13.46,41.56,-98.53,0.31,6.76,0.46,0.43,77.62,14.51,7.98,1.46,19.0,50.79,190.9
31077,NEBRASKA,2020,203.3,0.16,1.34,13.46,41.56,-98.53,0.29,4.87,0.44,0.3,40.87,16.78,9.47,2.17,12.65,33.22,191.2
31077,NEBRASKA,2021,222.6,0.16,1.34,13.46,41.56,-98.53,0.3,5.29,0.47,0.35,56.09,17.03,9.72,2.43,13.39,35.49,193.6
31077,NEBRASKA,2022,184.1,0.16,1.34,13.46,41.56,-98.53,0.25,4.26,0.41,0.23,32.44,17.18,8.93,0.69,10.85,38.8,198.4
31079,NEBRASKA,2016,186.4,0.16,1.14,13.8,40.86,-98.51,0.24,5.64,0.4,0.22,56.16,18.25,11.71,5.15,10.24,54.21,186.4
31079,NEBRASKA,2017,199.8,0.16,1.14,13.8,40.86,-98.51,0.27,6.39,0.41,0.16,69.84,17.64,11.16,4.67,11.04,58.04,186.4
31079,NEBRASKA,2018,217.5,0.16,1.14,13.8,40.86,-98.51,0.28,6.52,0.41,0.24,65.47,15.73,9.72,3.68,19.47,105.6,193.1
31079,NEBRASKA,2019,180.4,0.16,1.14,13.8,40.86,-98.51,0.27,6.59,0.4,0.24,85.37,15.32,9.76,4.18,20.83,115.09,201.2
31079,NEBRASKA,2020,201.7,0.16,1.14,13.8,40.86,-98.51,0.27,6.12,0.38,0.3,39.19,16.92,10.51,4.1,11.06,59.4,196.0
31079,NEBRASKA,2022,188.2,0.16,1.14,13.8,40.86,-98.51,0.27,5.77,0.4,0.13,37.93,17.56,10.28,2.98,9.2,42.85,197.2
31081,NEBRASKA,2016,202.3,0.18,1.39,19.31,40.86,-98.05,0.28,7.08,0.4,0.31,57.2,17.83,11.47,5.12,13.46,84.01,202.3
31081,NEBRASKA,2017,215.0,0.18,1.39,19.31,40.86,-98.05,0.31,7.29,0.44,0.25,67.15,17.35,10.98,4.61,12.27,76.55,202.3
31081,NEBRASKA,2018,223.8,0.18,1.39,19.31,40.86,-98.05,0.28,5.97,0.38,0.23,78.68,15.36,9.42,3.52,14.86,91.31,208.6
31081,NEBRASKA,2019,214.9,0.18,1.39,19.31,40.86,-98.05,0.31,8.74,0.43,0.31,84.51,15.11,9.42,3.71,18.41,115.17,213.7
31081,NEBRASKA,2020,226.7,0.18,1.39,19.31,40.86,-98.05,0.3,5.85,0.38,0.32,50.18,17.45,11.03,4.59,11.98,75.39,214.0
31081,NEBRASKA,2022,218.7,0.18,1.39,19.31,40.86,-98.05,0.29,5.77,0.42,0.26,43.2,17.53,10.27,3.0,12.21,66.84,216.5
31083,NEBRASKA,2016,168.8,0.19,1.51,18.14,40.16,-99.43,0.24,3.89,0.38,0.17,54.23,19.63,12.25,4.92,9.98,53.72,168.8
31083,NEBRASKA,2017,180.2,0.19,1.51,18.14,40.16,-99.43,0.23,3.72,0.37,0.1,65.04,19.27,11.76,4.24,9.85,52.45,168.8
31083,NEBRASKA,2018,181.2,0.19,1.51,18.14,40.16,-99.43,0.24,3.78,0.37,0.17,68.62,17.31,10.36,3.38,12.34,64.48,174.5
31083,NEBRASKA,2019,174.9,0.19,1.51,18.14,40.16,-99.43,0.26,4.3,0.4,0.28,72.96,16.83,10.15,3.47,15.6,83.84,176.7
31083,NEBRASKA,2020,181.0,0.19,1.51,18.14,40.16,-99.43,0.25,3.78,0.37,0.14,39.66,18.88,11.4,3.9,7.43,38.9,176.3
31083,NEBRASKA,2021,216.7,0.19,1.51,18.14,40.16,-99.43,0.26,4.22,0.39,0.2,69.26,18.68,11.63,4.61,7.99,43.01,177.2
31083,NEBRASKA,2022,183.8,0.19,1.51,18.14,40.16,-99.43,0.23,3.09,0.34,0.12,36.71,19.0,10.91,2.81,9.29,43.85,183.8
31085,NEBRASKA,2016,145.5,0.17,1.19,13.7,40.53,-101.06,0.21,3.26,0.34,0.12,40.04,18.93,11.22,3.51,6.84,24.36,145.5
31085,NEBRASKA,2017,152.1,0.17,1.19,13.7,40.53,-101.06,0.22,3.39,0.35,0.1,51.7,18.35,10.76,3.15,7.55,26.71,145.5
31085,NEBRASKA,2018,170.4,0.17,1.19,13.7,40.53,-101.06,0.21,3.09,0.32,0.22,61.27,16.31,9.28,2.26,10.77,38.09,148.8
31085,NEBRASKA,2019,125.0,0.17,1.19,13.7,40.53,-101.06,0.27,4.58,0.4,0.25,58.47,16.13,9.28,2.36,11.79,43.13,156.0
